n_imp,fullname,des,v_inf,ps_max,ip,range,ts_max,diameter,h,last_obs_jd,ps_cum,id,last_obs
45,(2018 PA25),2018 PA25,14.9697569405542,-6.76,9.46106e-08,2027-2118,0,0.0351,24.93,2458345.5,-6.44,bK18P25A,2018-08-15
1,(2020 AO1),2020 AO1,17.02,-5.71,1.474e-07,2049-2049,0,0.062,23.68,2458859.5,-5.71,bK20A01O,2020-01-11
1,(2019 QD),2019 QD,15.33,-8.86,1.211e-07,2112-2112,0,0.006,28.76,2458716.5,-8.86,bK19Q00D,2019-08-21
55,(2012 WS3),2012 WS3,8.7912356613978,-5.63,3.51751686e-05,2082-2122,0,0.022,25.91,2456274.5,-5.23,bK12W03S,2012-12-13
1,(2016 NC56),2016 NC56,14.36,-9.76,2.686e-09,2115-2115,0,0.013,27.10,2457582.5,-9.76,bK16N56C,2016-07-13
2,(2019 UC14),2019 UC14,17.7240433212996,-7.17,1.7174e-08,2072-2097,0,0.072,23.35,2458805.5,-6.88,bK19U14C,2019-11-18
32,(2009 FP32),2009 FP32,15.0580027922217,-6.99,1.31947258e-05,2073-2122,0,0.00953,27.75,2454920.5,-6.29,bK09F32P,2009-03-30
4,(2018 DU1),2018 DU1,6.68634414136216,-7.73,1.45725e-06,2078-2118,0,0.0097,27.71,2458176.5,-7.52,bK18D01U,2018-02-27
2,(2018 LS5),2018 LS5,8.49396407556519,-8.65,3.229e-08,2093-2104,0,0.016,26.63,2458294.5,-8.57,bK18L05S,2018-06-25
2,(2006 YE),2006 YE,6.0271225710015,-7.30,1.8732e-06,2089-2095,0,0.012,27.33,2454086.5,-7.14,bK06Y00E,2006-12-17
21,(2020 KD3),2020 KD3,7.93020931437143,-4.11,0.000598845885,2083-2104,0,0.017,26.44,2459165.5,-4.10,bK20K03D,2020-11-12
4,(2020 VH5),2020 VH5,7.41004960160694,-7.39,9.42913e-06,2101-2101,0,0.0049,29.20,2459168.5,-7.36,bK20V05H,2020-11-15
5,(2020 YA1),2020 YA1,3.31883587049876,-6.86,3.21356e-06,2093-2113,0,0.015,26.73,2459216.5,-6.79,bK20Y01A,2021-01-02
203,(2021 EO2),2021 EO2,5.81262865460423,-4.86,0.0001969529649,2037-2121,0,0.0092,27.83,2459406.5,-4.80,bK21E02O,2021-07-11
2,(2021 GM1),2021 GM1,0.719343530199844,-7.90,2.6871e-05,2121-2122,0,0.0028,30.41,2459339.5,-7.72,bK21G01M,2021-05-05
4,(2022 SL48),2022 SL48,9.00096196198918,-7.93,1.47116e-07,2058-2098,0,0.015,26.72,2459854.5,-7.81,bK22S48L,2022-10-02
1,(1994 XM1),1994 XM1,11.40,-8.53,1.882e-07,2117-2117,0,0.0079,28.16,2449695.5,-8.53,bJ94X01M,1994-12-09
3,(2019 QR8),2019 QR8,12.9881667015999,-7.76,9.16032e-07,2086-2121,0,0.0084,28.04,2458724.5,-7.74,bK19Q08R,2019-08-29
8,(2020 GZ2),2020 GZ2,9.53995077879282,-4.90,0.0002217082153,2049-2108,0,0.0082,28.09,2458958.5,-4.89,bK20G02Z,2020-04-19
2,(2004 GE2),2004 GE2,20.5623231117096,-5.05,1.57444e-07,2106-2109,0,0.18,21.37,2453119.5,-5.02,bK04G02E,2004-04-24
15,(2005 SO1),2005 SO1,12.0248816824656,-6.23,4.7437094e-06,2110-2121,0,0.028,25.41,2453650.5,-5.75,bK05S01O,2005-10-07
59,(2009 BF58),2009 BF58,6.6782172232853,-6.02,5.78065173e-05,2060-2122,0,0.012,27.24,2454887.5,-5.59,bK09B58F,2009-02-25
127,(2009 WR52),2009 WR52,5.41305747248799,-5.88,0.000104832594,2031-2122,0,0.0073,28.32,2455174.5,-5.61,bK09W52R,2009-12-09
6,(2011 DU9),2011 DU9,8.77006707672197,-4.26,0.00019014346,2041-2059,0,0.016,26.68,2455631.5,-4.25,bK11D09U,2011-03-11
7,(2020 RB7),2020 RB7,19.0721843700437,-8.01,4.6027e-07,2104-2117,0,0.012,27.29,2459110.5,-7.48,bK20R07B,2020-09-18
9,(2010 UR7),2010 UR7,13.3037886390401,-7.03,3.2058541e-06,2079-2120,0,0.011,27.38,2455510.5,-6.67,bK10U07R,2010-11-10
14,(2015 EO),2015 EO,14.2465237896674,-6.01,8.4638489e-06,2050-2107,0,0.016,26.65,2457095.5,-5.73,bK15E00O,2015-03-14
2,(2016 GM2),2016 GM2,8.88801532470795,-7.76,7.961e-08,2121-2121,0,0.032,25.14,2457495.5,-7.55,bK16G02M,2016-04-17
3,(2017 BK30),2017 BK30,9.95151592395811,-7.48,9.7683e-07,2085-2085,0,0.012,27.20,2457788.5,-7.20,bK17B30K,2017-02-04
1,(2010 CQ19),2010 CQ19,13.01,-8.95,1.826e-08,2114-2114,0,0.013,27.07,2455246.5,-8.95,bK10C19Q,2010-02-19
1,(2020 HM7),2020 HM7,10.63,-8.70,7.246e-09,2088-2088,0,0.023,25.88,2458984.5,-8.70,bK20H07M,2020-05-15
1,(2020 PT2),2020 PT2,8.25,-8.15,4.103e-08,2085-2085,0,0.02,26.18,2459078.5,-8.15,bK20P02T,2020-08-17
4,(2021 HE41),2021 HE41,9.31848469817965,-7.65,2.0161e-06,2070-2108,0,0.00609,28.73,2459327.5,-7.55,bK21H41E,2021-04-23
3,(2017 KH5),2017 KH5,14.8089350916644,-8.01,2.6237e-07,2067-2074,0,0.01,27.58,2457898.5,-7.68,bK17K05H,2017-05-25
4,(2018 FE4),2018 FE4,20.6935232260608,-5.85,1.49681e-06,2098-2106,0,0.039,24.69,2458207.5,-5.59,bK18F04E,2018-03-30
10,(2022 NK),2022 NK,12.5701893983561,-6.97,2.3850735e-06,2053-2117,0,0.012,27.25,2459762.5,-6.87,bK22N00K,2022-07-02
1,(2018 RF5),2018 RF5,8.33,-7.09,2.313e-06,2103-2103,0,0.011,27.38,2458397.5,-7.09,bK18R05F,2018-10-06
1,(2018 UL),2018 UL,5.47,-8.71,4.613e-07,2097-2097,0,0.0049,29.21,2458432.5,-8.71,bK18U00L,2018-11-10
5,(2016 TM),2016 TM,4.28473306550245,-8.07,5.22469e-07,2076-2120,0,0.011,27.50,2457697.5,-7.84,bK16T00M,2016-11-05
4,(2014 HV2),2014 HV2,13.1427126494766,-7.62,2.61663e-07,2095-2116,0,0.021,26.01,2456775.5,-7.26,bK14H02V,2014-04-28
4,(2004 XB45),2004 XB45,17.0105042961005,-6.21,4.539e-07,2035-2085,0,0.019,26.29,2453355.5,-6.18,bK04X45B,2004-12-16
2,(2005 ED224),2005 ED224,26.0100853769301,-4.82,5.505e-07,2030-2064,0,0.0566,23.90,2453445.5,-4.72,bK05EM4D,2005-03-16
6,(2005 QK76),2005 QK76,19.6683268677719,-3.28,7.05452528e-05,2030-2059,0,0.031,25.18,2453613.5,-3.18,bK05Q76K,2005-08-31
1,(2011 XC2),2011 XC2,20.75,-4.75,6.754e-07,2056-2056,0,0.085,23.00,2455925.5,-4.75,bK11X02C,2011-12-30
2,(2012 XB112),2012 XB112,4.12448953477744,-8.88,1.0941e-06,2118-2121,0,0.0037,29.83,2456275.5,-8.77,bK12XB2B,2012-12-14
32,(2011 FQ6),2011 FQ6,10.4975824235017,-5.73,6.5756852e-05,2053-2115,0,0.0096,27.73,2455650.5,-5.59,bK11F06Q,2011-03-30
9,(2019 WE),2019 WE,8.14694695894612,-4.90,7.4811598e-05,2044-2080,0,0.015,26.77,2458808.5,-4.80,bK19W00E,2019-11-21
3,(1993 UA),1993 UA,9.39599346211206,-6.76,8.45533e-07,2111-2111,0,0.028,25.44,2449284.5,-6.60,bJ93U00A,1993-10-24
3,(2020 XC),2020 XC,3.52073722828121,-8.36,8.0138e-07,2085-2121,0,0.0054,29.00,2459197.5,-8.34,bK20X00C,2020-12-14
9,(2020 YA3),2020 YA3,12.2022893995416,-4.93,3.7285567e-05,2070-2119,0,0.021,26.04,2459257.5,-4.91,bK20Y03A,2021-02-12
9,(2020 UC4),2020 UC4,8.46635200008308,-7.39,7.70318e-07,2084-2121,0,0.021,26.05,2459149.5,-6.93,bK20U04C,2020-10-27
3,(2019 EF),2019 EF,17.7210520591647,-8.51,2.7584e-08,2114-2119,0,0.016,26.63,2458554.5,-8.44,bK19E00F,2019-03-12
9,(2014 OX3),2014 OX3,12.7901445178416,-6.37,1.5243239e-05,2108-2120,0,0.0096,27.73,2456875.5,-6.36,bK14O03X,2014-08-06
1,(2015 FN36),2015 FN36,21.87,-7.87,4.196e-09,2122-2122,0,0.055,23.93,2457135.5,-7.87,bK15F36N,2015-04-23
1,(2015 JJ),2015 JJ,10.69,-3.05,6.751e-05,2111-2111,0,0.13,22.09,2460949.5,-3.05,bK15J00J,2025-10-01
360,(2015 XR169),2015 XR169,9.5279368182538,-7.05,7.09137982e-05,2049-2122,0,0.0058,28.84,2457369.5,-6.16,bK15XG9R,2015-12-13
109,(2017 VL2),2017 VL2,8.32777641556643,-5.35,0.0001343562927,2087-2121,0,0.021,26.07,2458083.5,-4.69,bK17V02L,2017-11-26
18,(2017 VV12),2017 VV12,6.28589616664687,-7.22,3.779537e-06,2062-2121,0,0.0086,27.98,2458074.5,-7.04,bK17V12V,2017-11-17
2,(2018 MC7),2018 MC7,5.14625562339332,-7.17,1.2448e-06,2120-2120,0,0.019,26.21,2458366.5,-6.96,bK18M07C,2018-09-05
1,(2004 XO63),2004 XO63,8.16,-7.68,7.137e-08,2065-2065,0,0.021,26.08,2453360.5,-7.68,bK04X63O,2004-12-21
38,(2005 XA8),2005 XA8,12.0831049644513,-4.46,9.393304e-05,2069-2090,0,0.025,25.64,2453728.5,-4.34,bK05X08A,2005-12-24
109,(2020 PO4),2020 PO4,5.82076525563427,-6.16,6.72840822e-05,2053-2122,0,0.014,26.92,2459077.5,-5.41,bK20P04O,2020-08-16
2,(2022 WM6),2022 WM6,21.8918932251699,-7.15,9.122e-07,2071-2082,0,0.0094,27.78,2459914.5,-7.07,bK22W06M,2022-12-01
6,(2021 GT),2021 GT,11.9018619721837,-7.04,5.35153e-07,2057-2117,0,0.019,26.26,2459312.5,-6.87,bK21G00T,2021-04-08
1,(2021 JV),2021 JV,9.96,-8.44,4.238e-08,2061-2061,0,0.011,27.40,2459338.5,-8.44,bK21J00V,2021-05-04
1,(2021 GW6),2021 GW6,22.65,-7.58,2.776e-07,2057-2057,0,0.0079,28.16,2459319.5,-7.58,bK21G06W,2021-04-15
9,(2021 GW1),2021 GW1,11.325425264124,-7.78,1.185428e-06,2082-2120,0,0.011,27.47,2459319.5,-7.31,bK21G01W,2021-04-15
1,(2020 TW),2020 TW,5.26,-9.95,4.475e-09,2101-2101,0,0.01,27.55,2459146.5,-9.95,bK20T00W,2020-10-24
1,(2018 EL4),2018 EL4,5.60,-7.99,3.999e-08,2120-2120,0,0.03,25.25,2458221.5,-7.99,bK18E04L,2018-04-13
104,(2018 DQ),2018 DQ,20.8515204836689,-4.13,0.0002150454646,2027-2121,0,0.0052,29.07,2458172.5,-4.11,bK18D00Q,2018-02-23
25,(2018 PZ21),2018 PZ21,6.30238204064541,-5.39,4.0253696e-05,2045-2122,0,0.016,26.67,2458366.5,-5.32,bK18P21Z,2018-09-05
7,(2014 FE),2014 FE,19.9460641083206,-7.52,6.59228e-07,2054-2089,0,0.01,27.58,2456740.5,-7.12,bK14F00E,2014-03-24
5,(2014 OM207),2014 OM207,8.19957969473772,-5.89,0.00024423915,2089-2108,0,0.0051,29.11,2456869.5,-5.88,bK14OK7M,2014-07-31
6,(2019 AK12),2019 AK12,15.1616341691264,-7.63,1.341281e-06,2113-2121,0,0.011,27.47,2458504.5,-7.23,bK19A12K,2019-01-21
14,(2019 CM5),2019 CM5,5.39780891187327,-7.33,8.257007e-06,2046-2118,0,0.0091,27.85,2458550.5,-6.69,bK19C05M,2019-03-08
4,(2016 WN7),2016 WN7,6.16143422949437,-7.25,3.263104e-06,2095-2118,0,0.009,27.89,2457723.5,-7.20,bK16W07N,2016-12-01
1,(2018 WA3),2018 WA3,16.37,-7.22,6.267e-07,2055-2055,0,0.0091,27.85,2458461.5,-7.22,bK18W03A,2018-12-09
4,(2015 PS228),2015 PS228,2.54646092981667,-8.32,8.51071e-07,2080-2115,0,0.0055,28.94,2457280.5,-8.27,bK15PM8S,2015-09-15
38,(2016 WY),2016 WY,3.24007322672384,-6.50,0.00013139042,2091-2121,0,0.0049,29.18,2457721.5,-6.30,bK16W00Y,2016-11-29
12,(2012 XM16),2012 XM16,12.6804710123849,-6.09,2.7932705e-06,2074-2118,0,0.024,25.79,2456274.5,-5.99,bK12X16M,2012-12-13
6,(2016 AF2),2016 AF2,5.88701437716897,-8.21,2.31965e-07,2076-2121,0,0.0095,27.76,2457400.5,-8.16,bK16A02F,2016-01-13
1,(2015 XP),2015 XP,8.23,-6.72,4.849e-07,2067-2067,0,0.024,25.75,2457361.5,-6.72,bK15X00P,2015-12-05
1,(2022 DK2),2022 DK2,16.76,-8.07,4.442e-08,2054-2054,0,0.012,27.29,2459638.5,-8.07,bK22D02K,2022-02-28
10,(2012 BY1),2012 BY1,18.1878535517077,-5.40,4.491797e-06,2043-2074,0,0.024,25.78,2455950.5,-5.24,bK12B01Y,2012-01-24
3,(2019 QF),2019 QF,11.1248171741623,-8.09,3.9245e-07,2069-2077,0,0.0089,27.91,2458730.5,-7.82,bK19Q00F,2019-09-04
1,(2017 FD3),2017 FD3,11.36,-8.60,2.065e-08,2044-2044,0,0.0095,27.75,2457844.5,-8.60,bK17F03D,2017-04-01
45,(2016 RR1),2016 RR1,6.75234254073993,-5.68,0.000209849789,2079-2120,0,0.0093,27.80,2457658.5,-5.36,bK16R01R,2016-09-27
24,(2020 VK),2020 VK,20.4520360759447,-7.30,2.869613e-06,2064-2097,0,0.0095,27.76,2459163.5,-6.72,bK20V00K,2020-11-10
424,(2020 VV),2020 VV,2.57514866472861,-4.30,0.0023184416184,2044-2122,0,0.012,27.27,2459200.5,-3.81,bK20V00V,2020-12-17
28,(2020 WG5),2020 WG5,5.95598424303528,-5.38,0.000228643147,2086-2121,0,0.0096,27.74,2459194.5,-5.27,bK20W05G,2020-12-11
1,(2018 RJ3),2018 RJ3,8.13,-7.37,1.140e-06,2070-2070,0,0.0092,27.83,2458378.5,-7.37,bK18R03J,2018-09-17
2,(2020 VT3),2020 VT3,8.95853847276975,-9.37,6.849e-08,2100-2100,0,0.0057,28.88,2459168.5,-9.30,bK20V03T,2020-11-15
5,(2019 VB37),2019 VB37,14.5489493451506,-3.61,5.697875e-05,2049-2067,0,0.043,24.50,2458790.5,-3.61,bK19V37B,2019-11-03
46,(2025 HM4),2025 HM4,18.8147985216407,-5.52,3.97915713e-05,2091-2124,0,0.02,26.19,2460795.5,-4.98,bK25H04M,2025-04-30
3,(2025 HS18),2025 HS18,9.0349805065033,-7.65,6.1046e-07,2090-2110,0,0.011,27.36,2460798.5,-7.57,bK25H18S,2025-05-03
3,(2011 WQ4),2011 WQ4,7.14977584427076,-8.43,1.69525e-07,2081-2119,0,0.011,27.36,2455889.5,-8.27,bK11W04Q,2011-11-24
20,(2012 HE31),2012 HE31,10.6009073976604,-7.45,8.217125e-07,2046-2117,0,0.022,25.98,2456046.5,-6.68,bK12H31E,2012-04-29
1,(2014 WA),2014 WA,9.55,-6.05,1.755e-05,2049-2049,0,0.0078,28.20,2456977.5,-6.05,bK14W00A,2014-11-16
6,(2013 AG69),2013 AG69,17.3470887746933,-6.48,7.3305587e-06,2092-2122,0,0.012,27.27,2456309.5,-6.33,bK13A69G,2013-01-17
11,(2013 GW38),2013 GW38,10.2692221334411,-7.41,3.042437e-06,2070-2121,0,0.0069,28.44,2456392.5,-7.26,bK13G38W,2013-04-10
3,(2016 JB29),2016 JB29,8.57043388151697,-6.01,1.48612e-06,2090-2117,0,0.039,24.71,2457638.5,-5.94,bK16J29B,2016-09-07
2,(2019 SM8),2019 SM8,14.05,-8.28,3.37494e-07,2061-2066,0,0.0049,29.20,2458757.5,-8.28,bK19S08M,2019-10-01
1,(2019 SQ1),2019 SQ1,6.00,-9.40,1.423e-08,2090-2090,0,0.01,27.62,2458759.5,-9.40,bK19S01Q,2019-10-03
12,(2020 VW),2020 VW,9.69001491664849,-4.10,0.0070262432,2074-2079,0,0.0073,28.32,2459171.5,-3.81,bK20V00W,2020-11-18
93,(2021 VP11),2021 VP11,8.98935406578671,-7.08,0.000201394271,2028-2118,0,0.0015,31.77,2459527.5,-6.66,bK21V11P,2021-11-09
7,(2020 VN6),2020 VN6,9.20578454589124,-7.25,4.034474e-06,2061-2118,0,0.0095,27.76,2459174.5,-7.05,bK20V06N,2020-11-21
66,(2020 VO1),2020 VO1,7.67664814241135,-5.83,0.0001393950052,2058-2121,0,0.0085,28.00,2459174.5,-5.54,bK20V01O,2020-11-21
1,(2012 KT42),2012 KT42,15.91,-11.82,1.313e-10,2109-2109,0,0.0059,28.81,2456076.5,-11.82,bK12K42T,2012-05-29
1,(2018 FE3),2018 FE3,6.05,-6.49,1.003e-05,2118-2118,0,0.012,27.17,2458221.5,-6.49,bK18F03E,2018-04-13
3,(2021 NU3),2021 NU3,11.7618322270542,-8.37,4.89328e-07,2093-2117,0,0.0064,28.61,2459412.5,-8.19,bK21N03U,2021-07-17
176,(2022 TW2),2022 TW2,3.98978839291073,-6.53,0.0001355911567,2070-2122,0,0.0067,28.51,2459878.5,-5.91,bK22T02W,2022-10-26
1,(2017 YC6),2017 YC6,15.21,-9.48,6.383e-10,2072-2072,0,0.023,25.86,2458115.5,-9.48,bK17Y06C,2017-12-28
3,(2017 YM14),2017 YM14,18.3829103352124,-7.97,1.49189e-07,2071-2074,0,0.00969,27.72,2458116.5,-7.93,bK17Y14M,2017-12-29
56,(2019 QZ98),2019 QZ98,5.94725368706858,-7.38,2.5169521e-05,2057-2123,0,0.0057,28.87,2458725.5,-6.86,bK19Q98Z,2019-08-30
7,(2020 XF4),2020 XF4,6.69302500947201,-7.39,2.98247e-06,2108-2119,0,0.01,27.55,2459199.5,-7.17,bK20X04F,2020-12-16
1,(2023 LC),2023 LC,3.99,-9.35,6.007e-08,2099-2099,0,0.0064,28.62,2460133.5,-9.35,bK23L00C,2023-07-08
1,(2021 AC4),2021 AC4,7.16,-9.48,6.062e-08,2120-2120,0,0.0058,28.83,2459226.5,-9.48,bK21A04C,2021-01-12
93,(2007 DX40),2007 DX40,15.5239057384703,-4.03,7.75654249e-05,2035-2122,0,0.0402,24.62,2454161.5,-3.64,bK07D40X,2007-03-02
7,(2007 YM),2007 YM,10.6854573764249,-8.33,2.80983e-08,2052-2119,0,0.0216,25.97,2454451.5,-7.99,bK07Y00M,2007-12-17
3,(2007 EE26),2007 EE26,4.60126953266689,-8.19,6.8923e-08,2086-2117,0,0.021,26.07,2454172.5,-8.00,bK07E26E,2007-03-13
15,(2007 TL16),2007 TL16,11.4195066683705,-6.13,6.6110904e-06,2074-2092,0,0.019,26.21,2454392.5,-5.86,bK07T16L,2007-10-19
5,(2002 VU17),2002 VU17,13.6884290928529,-5.33,1.19727e-05,2084-2099,0,0.038,24.76,2452613.5,-4.89,bK02V17U,2002-12-05
3,(2012 CU),2012 CU,10.9311127063891,-6.82,9.751e-07,2040-2100,0,0.021,26.00,2455978.5,-6.48,bK12C00U,2012-02-21
1,(2002 EM7),2002 EM7,10.28,-8.76,1.819e-09,2117-2117,0,0.045,24.39,2452370.5,-8.76,bK02E07M,2002-04-06
9,(2017 FN1),2017 FN1,17.924000779775,-5.68,0.000173952744,2033-2072,0,0.0026,30.57,2457832.5,-5.61,bK17F01N,2017-03-20
5,(2017 KJ32),2017 KJ32,2.47025069556411,-9.95,5.47038e-08,2073-2105,0,0.0057,28.87,2457906.5,-9.50,bK17K32J,2017-06-02
7,(2007 EN88),2007 EN88,12.1274612196227,-7.14,1.0537997e-06,2094-2119,0,0.017,26.44,2454175.5,-6.89,bK07E88N,2007-03-16
3,(2019 GS19),2019 GS19,13.8966324933628,-7.33,1.57823e-07,2069-2102,0,0.025,25.64,2458613.5,-7.18,bK19G19S,2019-05-10
12,(2021 GN2),2021 GN2,8.08712221688034,-7.68,3.0827681e-06,2084-2121,0,0.0075,28.27,2459351.5,-7.36,bK21G02N,2021-05-17
6,(2021 OE1),2021 OE1,9.89984962739925,-7.14,1.12587e-06,2091-2109,0,0.019,26.22,2459434.5,-6.80,bK21O01E,2021-08-08
2,(2003 DW10),2003 DW10,7.82626371511068,-7.47,1.039e-07,2046-2058,0,0.02,26.10,2452857.5,-7.33,bK03D10W,2003-08-06
133,(2003 WT153),2003 WT153,4.33795756770098,-6.87,3.10332749e-05,2042-2121,0,0.0083,28.05,2452974.5,-6.19,bK03WF3T,2003-12-01
2,(2015 DD54),2015 DD54,6.71985328800663,-6.14,3.11222e-06,2113-2116,0,0.028,25.44,2457111.5,-6.14,bK15D54D,2015-03-30
4,(2015 FA345),2015 FA345,9.7943716741711,-7.26,7.329e-08,2056-2095,0,0.0533,24.02,2457104.5,-6.77,bK15FY5A,2015-03-23
1,(2019 ES2),2019 ES2,5.96,-10.33,2.796e-10,2105-2105,0,0.023,25.81,2458559.5,-10.33,bK19E02S,2019-03-17
5,(2020 BK3),2020 BK3,10.3802289624019,-5.30,6.222419e-05,2091-2105,0,0.014,26.92,2458898.5,-5.29,bK20B03K,2020-02-19
12,(2020 PX5),2020 PX5,10.0580926237387,-7.45,1.8032116e-05,2084-2118,0,0.0041,29.57,2459079.5,-7.26,bK20P05X,2020-08-18
93,(2020 SK4),2020 SK4,5.51818699430003,-8.53,1.83777944e-05,2072-2122,0,0.0029,30.33,2459116.5,-7.68,bK20S04K,2020-09-24
6,(2020 SW5),2020 SW5,15.7899717897141,-5.93,6.7923452e-06,2110-2122,0,0.023,25.80,2459146.5,-5.67,bK20S05W,2020-10-24
2,(2019 TA),2019 TA,6.04939878477774,-9.60,1.8762e-07,2116-2121,0,0.0043,29.46,2458761.5,-9.32,bK19T00A,2019-10-05
1,(2016 HF3),2016 HF3,7.93,-5.07,9.568e-06,2078-2078,0,0.037,24.78,2457547.5,-5.07,bK16H03F,2016-06-08
102,(2016 CG18),2016 CG18,4.25636417835288,-6.25,0.000161677144,2062-2122,0,0.0068,28.50,2457424.5,-5.81,bK16C18G,2016-02-06
36,(2019 LW4),2019 LW4,8.62055500306134,-4.29,0.00101259782,2083-2117,0,0.012,27.28,2458642.5,-4.26,bK19L04W,2019-06-08
41,(2019 UL),2019 UL,4.24561069877035,-6.33,0.000112962664,2082-2121,0,0.0061,28.74,2458782.5,-6.11,bK19U00L,2019-10-26
27,(2018 BL11),2018 BL11,11.2845129606826,-6.08,0.0001071287977,2102-2122,0,0.0076,28.24,2458143.5,-5.78,bK18B11L,2018-01-25
1,(2013 NR13),2013 NR13,11.31,-8.35,1.885e-08,2114-2114,0,0.024,25.75,2456489.5,-8.35,bK13N13R,2013-07-16
7,(2014 HB177),2014 HB177,6.08636562103389,-7.66,2.11164e-06,2059-2100,0,0.0075,28.28,2456782.5,-7.46,bK14HH7B,2014-05-05
1,(2015 QS8),2015 QS8,8.04,-6.40,5.228e-06,2116-2116,0,0.017,26.54,2457260.5,-6.40,bK15Q08S,2015-08-26
1,(2016 WU),2016 WU,7.05,-7.22,1.837e-06,2109-2109,0,0.012,27.30,2457724.5,-7.22,bK16W00U,2016-12-02
2,(2010 NH),2010 NH,10.29,-6.75,5.69492e-07,2092-2101,0,0.025,25.68,2455396.5,-6.75,bK10N00H,2010-07-19
1,(2020 FA1),2020 FA1,2.23,-6.85,2.120e-06,2119-2119,0,0.018,26.35,2459173.5,-6.85,bK20F01A,2020-11-20
28,(2014 UD57),2014 UD57,8.72327783429151,-5.14,3.4586483e-05,2076-2121,0,0.023,25.82,2456986.5,-5.07,bK14U57D,2014-11-25
1,(2015 TB1),2015 TB1,8.33,-8.21,5.265e-08,2100-2100,0,0.018,26.35,2457310.5,-8.21,bK15T01B,2015-10-15
113,(2020 XG),2020 XG,11.1113422025645,-6.46,8.84649852e-05,2081-2121,0,0.0081,28.10,2459192.5,-5.80,bK20X00G,2020-12-09
6,(2021 EP3),2021 EP3,19.9371093323485,-7.15,9.96448e-07,2105-2121,0,0.016,26.69,2459284.5,-6.83,bK21E03P,2021-03-11
2,(2021 UL7),2021 UL7,2.45417391951201,-7.25,5.3772e-07,2117-2121,0,0.024,25.79,2459734.5,-7.18,bK21U07L,2022-06-04
4,(2022 LL1),2022 LL1,24.2994578458193,-5.99,2.24438e-06,2118-2118,0,0.026,25.54,2459740.5,-5.84,bK22L01L,2022-06-10
2,(2022 GB),2022 GB,8.08619042272498,-8.34,1.7813e-06,2121-2122,0,0.0045,29.36,2459672.5,-8.25,bK22G00B,2022-04-03
2,(2020 CA),2020 CA,13.1691490072631,-8.38,1.13726e-06,2116-2116,0,0.0041,29.59,2458880.5,-8.36,bK20C00A,2020-02-01
32,(2017 HJ),2017 HJ,14.8291356987651,-7.53,3.8747486e-06,2073-2121,0,0.011,27.46,2457868.5,-6.67,bK17H00J,2017-04-25
1,(2017 UQ7),2017 UQ7,14.05,-8.61,4.917e-09,2122-2122,0,0.031,25.16,2458080.5,-8.61,bK17U07Q,2017-11-23
1,(2020 XU4),2020 XU4,6.68,-7.76,1.012e-06,2112-2112,0,0.0091,27.84,2459199.5,-7.76,bK20X04U,2020-12-16
66,(2024 CU),2024 CU,7.38382512488734,-5.59,0.000154072261,2067-2123,0,0.018,26.35,2460444.5,-4.82,bK24C00U,2024-05-14
1,(2016 JX11),2016 JX11,17.62,-8.25,4.397e-09,2092-2092,0,0.036,24.87,2457516.5,-8.25,bK16J11X,2016-05-08
279,(2025 DN6),2025 DN6,5.7348916770121,-7.33,0.0002217240446,2070-2125,0,0.0032,30.14,2460732.5,-6.42,bK25D06N,2025-02-26
16,(2022 QN6),2022 QN6,6.06437937028287,-6.83,2.018176e-06,2066-2117,0,0.017,26.45,2459853.5,-6.59,bK22Q06N,2022-10-01
4,(2017 UL5),2017 UL5,8.11895259219744,-7.57,3.56165e-07,2089-2116,0,0.018,26.36,2458057.5,-7.42,bK17U05L,2017-10-31
5,(2021 BR2),2021 BR2,7.38343977355136,-9.93,4.2747e-07,2103-2122,0,0.0023,30.82,2459234.5,-9.53,bK21B02R,2021-01-20
1,(2023 TA1),2023 TA1,7.54,-8.74,1.905e-08,2101-2101,0,0.017,26.46,2460232.5,-8.74,bK23T01A,2023-10-15
38,(2021 CA6),2021 CA6,6.38228676409388,-7.50,1.4561572e-05,2071-2122,0,0.0066,28.54,2459258.5,-6.87,bK21C06A,2021-02-13
13,(2021 CC7),2021 CC7,3.98997731812212,-6.10,0.00036401307,2100-2118,0,0.0039,29.72,2459259.5,-6.10,bK21C07C,2021-02-14
16,(2021 CD),2021 CD,9.62405561227927,-7.97,1.128276e-06,2115-2122,0,0.012,27.19,2459264.5,-7.34,bK21C00D,2021-02-19
240,(2021 DR),2021 DR,3.43811851677814,-5.58,0.0003291516814,2046-2122,0,0.0095,27.75,2459279.5,-5.08,bK21D00R,2021-03-06
6,(2012 ES10),2012 ES10,24.3580462067644,-5.08,1.20069e-06,2056-2064,0,0.061,23.74,2456014.5,-4.81,bK12E10S,2012-03-28
2,(2012 FB71),2012 FB71,17.1848405797101,-7.21,3.45e-08,2086-2095,0,0.0487,24.21,2456030.5,-7.06,bK12F71B,2012-04-13
1,(2019 QB1),2019 QB1,11.51,-8.12,6.932e-08,2053-2053,0,0.011,27.49,2458730.5,-8.12,bK19Q01B,2019-09-04
9,(2020 YK3),2020 YK3,4.07324538681285,-6.38,8.919701e-06,2064-2116,0,0.013,27.13,2459221.5,-6.24,bK20Y03K,2021-01-07
107,(2023 TD167),2023 TD167,3.32122348231674,-7.24,6.3616568e-05,2048-2123,0,0.0049,29.20,2460235.5,-6.54,bK23TG7D,2023-10-18
