des,diameter,fullname,h,id,ip,last_obs,last_obs_jd,n_imp,ps_cum,ps_max,range,ts_max,v_inf
2022 EF3,0.0096,(2022 EF3),27.73,bK22E03F,1.269e-05,2022-03-09,2459647.5,1,-6.36,-6.36,2088-2088,0,10.39
2016 EV84,0.015,(2016 EV84),26.76,bK16E84V,2.07264e-06,2016-03-16,2457463.5,5,-6.69,-6.81,2056-2109,0,7.41124768411302
2021 CY,0.0098,(2021 CY),27.70,bK21C00Y,4.375e-09,2021-02-08,2459253.5,1,-9.86,-9.86,2100-2100,0,10.98
2019 DM1,0.0083,(2019 DM1),28.04,bK19D01M,1.223e-07,2019-03-09,2458551.5,1,-8.31,-8.31,2088-2088,0,17.50
2025 SH6,0.0058,(2025 SH6),28.84,bK25S06H,0.00032780094,2025-10-20,2460968.5,25,-5.80,-5.93,2103-2125,0,1.74246308964215
2010 VO139,0.0171,(2010 VO139),26.50,bK10VD9O,1.0003606e-06,2010-11-14,2455514.5,86,-6.29,-7.08,2032-2114,0,20.8738530385943
2008 CE22,0.018,(2008 CE22),26.36,bK08C22E,4.0786e-07,2008-02-15,2454511.5,3,-7.40,-7.50,2113-2122,0,8.47156867552592
2019 QR3,0.013,(2019 QR3),27.13,bK19Q03R,0.0002331157753,2019-08-29,2458724.5,21,-4.72,-5.04,2073-2089,0,10.9842372499962
2001 DZ76,0.028,(2001 DZ76),25.43,bK01D76Z,1.616e-09,2001-02-23,2451963.5,1,-9.02,-9.02,2079-2079,0,12.36
2001 HJ31,0.063,(2001 HJ31),23.65,bK01H31J,1.12555e-07,2001-04-30,2452029.5,2,-6.60,-6.63,2119-2122,0,11.5005201901293
2021 XU5,0.0046,(2021 XU5),29.35,bK21X05U,0.0001008348341,2021-12-09,2459557.5,43,-5.68,-6.03,2040-2105,0,19.0989695085143
2020 VA5,0.012,(2020 VA5),27.21,bK20V05A,4.5193e-07,2020-11-15,2459168.5,2,-7.46,-7.47,2078-2090,0,11.1431723939548
2021 LK6,0.0072,(2021 LK6),28.36,bK21L06K,1.852057e-06,2021-06-17,2459382.5,10,-7.46,-7.88,2077-2115,0,12.5792472477899
2021 LL15,0.018,(2021 LL15),26.38,bK21L15L,3.0927815e-06,2021-06-18,2459383.5,11,-6.21,-6.44,2050-2107,0,10.1710772341984
2009 JL2,0.022,(2009 JL2),25.98,bK09J02L,8.157601e-06,2009-05-13,2454964.5,19,-5.52,-5.93,2057-2116,0,12.8319685370736
2019 JK,0.0086,(2019 JK),27.98,bK19J00K,2.2062e-07,2019-05-10,2458613.5,2,-7.66,-7.79,2053-2053,0,17.81
2018 WE,0.0073,(2018 WE),28.33,bK18W00E,1.38579e-06,2018-11-17,2458439.5,8,-7.35,-7.57,2057-2113,0,12.745120977926
2019 YV4,0.012,(2019 YV4),27.26,bK19Y04V,1.51476e-08,2019-12-30,2458847.5,3,-8.47,-8.51,2044-2061,0,20.1441900367055
2019 SG1,0.0099,(2019 SG1),27.67,bK19S01G,8.224e-07,2019-09-22,2458748.5,1,-7.12,-7.12,2064-2064,0,16.72
2016 DK2,0.0053,(2016 DK2),29.01,bK16D02K,1.993214e-06,2016-03-01,2457448.5,3,-7.40,-7.40,2069-2118,0,17.5721506672139
2020 CQ,0.013,(2020 CQ),27.01,bK20C00Q,4.0076e-06,2020-02-03,2458882.5,5,-6.22,-6.41,2051-2112,0,15.2499640682703
2019 RQ2,0.028,(2019 RQ2),25.44,bK19R02Q,1.00872e-07,2019-09-14,2458740.5,2,-7.32,-7.35,2104-2105,0,14.7608945990959
2020 PU3,0.0147,(2020 PU3),26.83,bK20P03U,3.9776576e-06,2020-08-16,2459077.5,29,-6.62,-6.89,2109-2122,0,9.54219192370907
2018 LF4,0.049,(2018 LF4),24.20,bK18L04F,3.597e-08,2018-07-09,2458308.5,1,-7.34,-7.34,2106-2106,0,9.63
2012 XL55,0.013,(2012 XL55),27.06,bK12X55L,2.00137e-08,2012-12-10,2456271.5,3,-8.29,-8.32,2056-2082,0,18.9710943004042
2019 CY1,0.025,(2019 CY1),25.67,bK19C01Y,6.409e-10,2019-02-17,2458531.5,1,-9.32,-9.32,2060-2060,0,13.35
2008 ST7,0.052,(2008 ST7),24.08,bK08S07T,2.72237082e-05,2008-11-01,2454771.5,26,-4.36,-4.76,2062-2112,0,9.97491075510426
2018 WS,0.018,(2018 WS),26.41,bK18W00S,4.486e-08,2018-11-29,2458451.5,1,-8.47,-8.47,2106-2106,0,3.30
2020 BY11,0.0088,(2020 BY11),27.93,bK20B11Y,3.67624e-07,2020-02-02,2458881.5,6,-8.10,-8.55,2114-2120,0,12.4907475572868
1993 KA2,0.0054,(1993 KA2),29.00,bJ93K02A,4.177e-08,1993-05-22,2449129.5,1,-8.83,-8.83,2060-2060,0,23.20
2020 QR5,0.012,(2020 QR5),27.31,bK20Q05R,1.46176e-07,2020-09-15,2459107.5,3,-8.36,-8.40,2111-2119,0,6.80795582038091
2019 NO2,0.0076,(2019 NO2),28.25,bK19N02O,9.672688e-05,2019-07-09,2458673.5,5,-5.87,-5.87,2102-2117,0,8.7188746023856
2020 HB3,0.032,(2020 HB3),25.13,bK20H03B,2.325289e-05,2020-04-25,2458964.5,15,-4.99,-5.04,2105-2123,0,11.4196996747501
2024 ES5,0.028,(2024 ES5),25.39,bK24E05S,1.11368e-07,2024-03-26,2460395.5,4,-7.47,-7.56,2112-2120,0,9.97988219237124
2021 FE2,0.014,(2021 FE2),26.97,bK21F02E,3.86773e-06,2021-03-24,2459297.5,3,-6.59,-6.59,2100-2123,0,10.3917189410843
2023 QD2,0.014,(2023 QD2),26.90,bK23Q02D,4.0138715e-06,2023-08-22,2460178.5,40,-6.56,-7.38,2062-2116,0,7.60038890009309
2020 HN3,0.0041,(2020 HN3),29.58,bK20H03N,3.086308e-06,2020-04-22,2458961.5,10,-8.17,-8.43,2099-2118,0,4.18094356104446
2016 TT,0.021,(2016 TT),26.02,bK16T00T,3.69014e-07,2016-11-02,2457694.5,5,-7.06,-7.41,2083-2096,0,11.5513553957302
2021 GB10,0.0061,(2021 GB10),28.72,bK21G10B,2.245296e-05,2021-04-17,2459321.5,6,-6.33,-6.80,2057-2085,0,16.7470381455274
2006 SC,0.031,(2006 SC),25.22,bK06S00C,1.544429e-06,2006-10-13,2454021.5,9,-5.74,-5.87,2043-2109,0,12.2210002596429
2019 TF1,0.011,(2019 TF1),27.41,bK19T01F,1.220e-09,2019-10-22,2458778.5,1,-10.22,-10.22,2081-2081,0,8.84
2025 CF4,0.0092,(2025 CF4),27.82,bK25C04F,5.41279e-07,2025-02-09,2460715.5,2,-7.88,-7.88,2107-2110,0,11.0403827231428
2013 VD17,0.013,(2013 VD17),27.12,bK13V17D,1.561875e-06,2013-12-10,2456636.5,4,-7.10,-7.15,2075-2117,0,11.671576182473
2020 BA13,0.0058,(2020 BA13),28.83,bK20B13A,8.71562e-07,2020-02-02,2458881.5,8,-8.10,-8.66,2083-2105,0,10.0044831692983
2021 RS100,0.006,(2021 RS100),28.75,bK21RA0S,1.2503085e-05,2021-09-09,2459466.5,20,-6.21,-6.55,2035-2087,0,20.0210311039235
2021 TJ15,0.0072,(2021 TJ15),28.37,bK21T15J,6.36165e-06,2021-10-15,2459502.5,2,-6.60,-6.60,2056-2075,0,12.19
2021 XE,0.006,(2021 XE),28.75,bK21X00E,2.874e-09,2021-12-04,2459552.5,2,-10.62,-10.91,2077-2081,0,2.78
2020 DJ1,0.036,(2020 DJ1),24.84,bK20D01J,2.46118285e-05,2020-02-24,2458903.5,41,-4.72,-4.83,2083-2118,0,14.0196480430131
2022 YJ5,0.015,(2022 YJ5),26.76,bK22Y05J,5.3749336e-06,2022-12-25,2459938.5,14,-6.14,-6.24,2099-2122,0,18.2353043129686
2021 RG6,0.0056,(2021 RG6),28.90,bK21R06G,2.450e-07,2021-09-11,2459468.5,1,-8.92,-8.92,2121-2121,0,6.76
2019 JX1,0.0051,(2019 JX1),29.13,bK19J01X,3.0999e-07,2019-05-08,2458611.5,2,-8.61,-8.73,2100-2104,0,14.362319107068
2010 UJ,0.0198,(2010 UJ),26.15,bK10U00J,5.9174e-08,2010-10-18,2455487.5,7,-7.86,-8.51,2029-2093,0,2.51151400953121
2024 XH3,0.0097,(2024 XH3),27.71,bK24X03H,4.035e-09,2024-12-09,2460653.5,1,-9.98,-9.98,2099-2099,0,8.20
2019 DG1,0.016,(2019 DG1),26.67,bK19D01G,3.5142e-06,2019-03-16,2458558.5,2,-6.67,-6.77,2118-2118,0,7.28781685732172
2014 WX202,0.0041,(2014 WX202),29.59,bK14WK2X,1.4712e-06,2014-12-08,2456999.5,2,-8.57,-8.61,2118-2119,0,0.977446982055465
2019 YL3,0.0098,(2019 YL3),27.70,bK19Y03L,1.136e-07,2020-01-01,2458849.5,1,-7.95,-7.95,2047-2047,0,9.99
2009 SH2,0.035,(2009 SH2),24.90,bK09S02H,2.065e-07,2009-10-02,2455106.5,1,-7.13,-7.13,2119-2119,0,4.21
2017 YV8,0.012,(2017 YV8),27.33,bK17Y08V,2.4710825e-05,2018-01-16,2458134.5,26,-6.04,-6.26,2078-2119,0,7.5179267729831
2018 LM,0.03,(2018 LM),25.23,bK18L00M,2.11466e-07,2018-06-25,2458294.5,4,-7.26,-7.65,2112-2120,0,4.89885343270313
2019 UE4,0.0098,(2019 UE4),27.69,bK19U04E,1.4088901e-05,2019-11-04,2458791.5,28,-6.29,-6.66,2064-2123,0,11.5796534371276
2023 TJ4,0.0047,(2023 TJ4),29.31,bK23T04J,1.9491268e-05,2023-10-15,2460232.5,18,-6.89,-7.10,2080-2095,0,12.4806802882193
2024 PF2,0.024,(2024 PF2),25.79,bK24P02F,2.617e-08,2024-09-29,2460582.5,1,-8.37,-8.37,2118-2118,0,7.27
2024 PN1,0.026,(2024 PN1),25.55,bK24P01N,1.59404733e-05,2024-08-07,2460529.5,44,-5.42,-5.76,2107-2124,0,8.18595509670344
2004 WC1,0.019,(2004 WC1),26.20,bK04W01C,1.094e-07,2004-11-22,2453331.5,1,-7.98,-7.98,2117-2117,0,5.98
2011 AK37,0.032,(2011 AK37),25.14,bK11A37K,1.067e-07,2011-02-11,2455603.5,1,-7.19,-7.19,2097-2097,0,11.87
2021 NB,0.014,(2021 NB),26.91,bK21N00B,1.653e-07,2021-07-06,2459401.5,1,-7.92,-7.92,2092-2092,0,8.84
2020 HF,0.031,(2020 HF),25.18,bK20H00F,4.8056e-07,2020-04-18,2458957.5,4,-6.72,-7.07,2067-2115,0,7.75556559014483
2020 HM6,0.016,(2020 HM6),26.62,bK20H06M,2.1937e-08,2020-04-30,2458969.5,4,-8.40,-8.68,2071-2099,0,15.1856675935634
2020 JV38,0.00905,(2020 JV38),27.86,bK20J38V,5.076e-07,2020-05-04,2458973.5,2,-7.90,-8.16,2106-2115,0,12.0690780141844
2020 TY4,0.054,(2020 TY4),23.99,bK20T04Y,9.3114e-06,2020-11-18,2459171.5,2,-4.83,-4.84,2099-2099,0,8.37
2022 AY6,0.019,(2022 AY6),26.26,bK22A06Y,4.5477e-08,2022-01-14,2459593.5,3,-7.71,-7.79,2084-2121,0,22.9342271917673
2017 QT1,0.015,(2017 QT1),26.80,bK17Q01T,5.855178e-07,2017-08-19,2457984.5,10,-6.58,-6.72,2050-2093,0,20.2921442046681
2020 GV2,0.014,(2020 GV2),26.85,bK20G02V,1.01867e-07,2020-04-21,2458960.5,5,-7.83,-8.05,2077-2116,0,14.8826160483768
2011 KE15,0.014,(2011 KE15),26.94,bK11K15E,6.433e-08,2011-06-04,2455716.5,1,-8.10,-8.10,2061-2061,0,7.95
2020 UK2,0.014,(2020 UK2),26.93,bK20U02K,2.07834028e-05,2020-10-24,2459146.5,13,-5.90,-6.29,2082-2121,0,7.60665376816928
2005 CC37,0.098,(2005 CC37),22.68,bK05C37C,1.880e-06,2005-03-08,2453437.5,1,-4.98,-4.98,2117-2117,0,8.42
2014 DC,0.015,(2014 DC),26.75,bK14D00C,1.090e-08,2014-02-28,2456716.5,1,-9.15,-9.15,2111-2111,0,8.51
2021 HY2,0.0058,(2021 HY2),28.85,bK21H02Y,4.18383e-08,2021-04-25,2459329.5,10,-9.28,-9.78,2051-2104,0,7.68351199738039
2021 VW6,0.0055,(2021 VW6),28.95,bK21V06W,4.6317365e-06,2021-11-10,2459528.5,19,-7.26,-7.74,2084-2121,0,17.0682100525364
2015 HE1,0.013,(2015 HE1),27.01,bK15H01E,3.0896e-07,2015-04-20,2457132.5,4,-7.59,-7.79,2098-2117,0,14.6044397332988
2013 AC4,0.022,(2013 AC4),25.97,bK13A04C,9.662e-10,2013-01-07,2456299.5,1,-9.33,-9.33,2085-2085,0,19.70
2013 GM3,0.019,(2013 GM3),26.22,bK13G03M,0.0001472515247,2013-04-13,2456395.5,136,-4.46,-5.26,2028-2122,0,7.14386683456189
2006 HE2,0.017,(2006 HE2),26.51,bK06H02E,2.1695082e-06,2006-04-22,2453847.5,28,-6.73,-7.25,2074-2121,0,5.0270664180942
2006 HF6,0.043,(2006 HF6),24.47,bK06H06F,9.957905e-06,2006-05-07,2453862.5,25,-4.61,-5.09,2068-2112,0,16.3972543301026
2018 LE1,0.0098,(2018 LE1),27.69,bK18L01E,2.184e-07,2018-06-21,2458290.5,1,-8.32,-8.32,2102-2102,0,5.90
2018 TS6,0.0078,(2018 TS6),28.19,bK18T06S,1.64333e-06,2018-10-05,2458396.5,2,-7.65,-7.66,2104-2115,0,7.35069559978824
2015 SK7,0.0058,(2015 SK7),28.83,bK15S07K,9.2001e-07,2015-10-13,2457308.5,3,-7.92,-8.24,2059-2100,0,12.1708582515407
2016 WR55,0.0073,(2016 WR55),28.33,bK16W55R,2.467888e-06,2016-11-25,2457717.5,11,-7.39,-7.66,2100-2115,0,14.1285912812899
2019 VH,0.0099,(2019 VH),27.68,bK19V00H,2.06547555e-05,2019-11-05,2458792.5,30,-6.03,-6.10,2065-2118,0,8.22453542333145
2011 UC64,0.0088,(2011 UC64),27.92,bK11U64C,1.8125989e-05,2011-10-24,2455858.5,41,-6.29,-6.97,2084-2121,0,14.0475151744823
2011 YC40,0.00393,(2011 YC40),29.67,bK11Y40C,4.637038e-06,2011-12-30,2455925.5,9,-6.50,-6.53,2028-2050,0,10.9247462884712
2012 UE,0.0069,(2012 UE),28.45,bK12U00E,1.963613e-06,2012-10-17,2456217.5,8,-7.04,-7.17,2040-2058,0,13.235061460685
2012 BW13,0.012,(2012 BW13),27.23,bK12B13W,2.5575678e-06,2012-01-24,2455950.5,21,-6.85,-7.30,2072-2120,0,11.6773390429767
2008 OO1,0.041,(2008 OO1),24.59,bK08O01O,2.648e-07,2008-08-27,2454705.5,1,-6.56,-6.56,2107-2107,0,12.96
2010 HV20,0.14,(2010 HV20),21.89,bK10H20V,8.78349e-08,2010-05-03,2455319.5,3,-5.47,-5.49,2116-2116,0,24.7401522287838
2013 PS13,0.012,(2013 PS13),27.30,bK13P13S,2.66009e-06,2013-08-09,2456513.5,4,-6.68,-6.70,2096-2120,0,17.2591763060648
2014 AG51,0.0034,(2014 AG51),29.99,bK14A51G,6.86031674e-05,2014-01-11,2456668.5,45,-6.36,-6.88,2049-2120,0,14.8090336894561
2014 CE,0.013,(2014 CE),27.04,bK14C00E,9.167435e-06,2014-02-28,2456716.5,9,-6.25,-6.39,2108-2120,0,13.0356656960208
2018 JD,0.016,(2018 JD),26.66,bK18J00D,0.000259985877,2018-05-08,2458246.5,19,-4.43,-4.43,2067-2114,0,8.00999056987238
2009 WQ52,0.0078,(2009 WQ52),28.18,bK09W52Q,1.124e-07,2009-11-25,2455160.5,1,-7.77,-7.77,2037-2037,0,14.76
2001 SD286,0.03,(2001 SD286),25.24,bK01SS6D,6.222e-08,2001-09-29,2452181.5,1,-7.34,-7.34,2080-2080,0,12.56
2016 UQ36,0.0094,(2016 UQ36),27.79,bK16U36Q,1.534e-07,2016-11-05,2457697.5,3,-7.72,-7.84,2041-2050,0,11.3631942633638
2019 BZ,0.0098,(2019 BZ),27.68,bK19B00Z,2.97549714e-05,2019-02-05,2458519.5,37,-6.01,-6.24,2077-2122,0,8.61714745603822
2020 TD8,0.014,(2020 TD8),26.91,bK20T08D,1.581607e-06,2020-10-27,2459149.5,7,-6.90,-7.17,2062-2113,0,7.40133809473529
2021 SF1,0.012,(2021 SF1),27.18,bK21S01F,2.98368e-06,2022-02-26,2459636.5,9,-7.02,-7.25,2103-2121,0,2.8086204954955
2021 GX9,0.029,(2021 GX9),25.34,bK21G09X,8.222347e-05,2021-04-17,2459321.5,2,-3.25,-3.25,2032-2052,0,16.7901235073149
2007 FT3,0.341,(2007 FT3),19.97,bK07F03T,7.744342e-07,2007-03-21,2454180.5,87,-3.06,-3.46,2030-2119,0,17.0537895420941
2021 EL3,0.0059,(2021 EL3),28.78,bK21E03L,0.0006105587655,2021-03-15,2459288.5,195,-5.42,-5.80,2088-2122,0,5.38926030454967
2017 KC36,0.012,(2017 KC36),27.18,bK17K36C,1.418e-06,2017-06-05,2457909.5,1,-6.75,-6.75,2061-2061,0,11.85
2012 KP24,0.017,(2012 KP24),26.45,bK12K24P,4.695e-07,2012-05-28,2456075.5,1,-6.15,-6.15,2032-2032,0,12.74
2022 JK,0.015,(2022 JK),26.73,bK22J00K,9.76861e-07,2022-05-09,2459708.5,3,-6.60,-6.80,2077-2093,0,25.6704696676395
2018 FL29,0.00334,(2018 FL29),30.02,bK18F29L,5.09983403e-05,2018-03-20,2458197.5,22,-6.74,-7.22,2031-2118,0,11.9756309169928
2018 RR1,0.0035,(2018 RR1),29.93,bK18R01R,3.7155476e-05,2018-09-16,2458377.5,24,-7.20,-7.29,2086-2122,0,4.40817786697175
2021 FP2,0.0032,(2021 FP2),30.10,bK21F02P,6.94213815e-05,2021-03-23,2459296.5,46,-6.94,-7.09,2074-2122,0,8.76392752853816
2018 PA25,0.0351,(2018 PA25),24.93,bK18P25A,9.46106e-08,2018-08-15,2458345.5,45,-6.44,-6.76,2027-2118,0,14.9697569405542
2020 AO1,0.062,(2020 AO1),23.68,bK20A01O,1.474e-07,2020-01-11,2458859.5,1,-5.71,-5.71,2049-2049,0,17.02
2019 QD,0.006,(2019 QD),28.76,bK19Q00D,1.211e-07,2019-08-21,2458716.5,1,-8.86,-8.86,2112-2112,0,15.33
2012 WS3,0.022,(2012 WS3),25.91,bK12W03S,3.51751686e-05,2012-12-13,2456274.5,55,-5.23,-5.63,2082-2122,0,8.7912356613978
2016 NC56,0.013,(2016 NC56),27.10,bK16N56C,2.686e-09,2016-07-13,2457582.5,1,-9.76,-9.76,2115-2115,0,14.36
2019 UC14,0.072,(2019 UC14),23.35,bK19U14C,1.7174e-08,2019-11-18,2458805.5,2,-6.88,-7.17,2072-2097,0,17.7240433212996
2009 FP32,0.00953,(2009 FP32),27.75,bK09F32P,1.31947258e-05,2009-03-30,2454920.5,32,-6.29,-6.99,2073-2122,0,15.0580027922217
2018 DU1,0.0097,(2018 DU1),27.71,bK18D01U,1.45725e-06,2018-02-27,2458176.5,4,-7.52,-7.73,2078-2118,0,6.68634414136216
2018 LS5,0.016,(2018 LS5),26.63,bK18L05S,3.229e-08,2018-06-25,2458294.5,2,-8.57,-8.65,2093-2104,0,8.49396407556519
2006 YE,0.012,(2006 YE),27.33,bK06Y00E,1.8732e-06,2006-12-17,2454086.5,2,-7.14,-7.30,2089-2095,0,6.0271225710015
2020 KD3,0.017,(2020 KD3),26.44,bK20K03D,0.000598845885,2020-11-12,2459165.5,21,-4.10,-4.11,2083-2104,0,7.93020931437143
2020 VH5,0.0049,(2020 VH5),29.20,bK20V05H,9.42913e-06,2020-11-15,2459168.5,4,-7.36,-7.39,2101-2101,0,7.41004960160694
2020 YA1,0.015,(2020 YA1),26.73,bK20Y01A,3.21356e-06,2021-01-02,2459216.5,5,-6.79,-6.86,2093-2113,0,3.31883587049876
2021 EO2,0.0092,(2021 EO2),27.83,bK21E02O,0.0001969529649,2021-07-11,2459406.5,203,-4.80,-4.86,2037-2121,0,5.81262865460423
2021 GM1,0.0028,(2021 GM1),30.41,bK21G01M,2.6871e-05,2021-05-05,2459339.5,2,-7.72,-7.90,2121-2122,0,0.719343530199844
2022 SL48,0.015,(2022 SL48),26.72,bK22S48L,1.47116e-07,2022-10-02,2459854.5,4,-7.81,-7.93,2058-2098,0,9.00096196198918
1994 XM1,0.0079,(1994 XM1),28.16,bJ94X01M,1.882e-07,1994-12-09,2449695.5,1,-8.53,-8.53,2117-2117,0,11.40
2019 QR8,0.0084,(2019 QR8),28.04,bK19Q08R,9.16032e-07,2019-08-29,2458724.5,3,-7.74,-7.76,2086-2121,0,12.9881667015999
2020 GZ2,0.0082,(2020 GZ2),28.09,bK20G02Z,0.0002217082153,2020-04-19,2458958.5,8,-4.89,-4.90,2049-2108,0,9.53995077879282
2004 GE2,0.18,(2004 GE2),21.37,bK04G02E,1.57444e-07,2004-04-24,2453119.5,2,-5.02,-5.05,2106-2109,0,20.5623231117096
2005 SO1,0.028,(2005 SO1),25.41,bK05S01O,4.7437094e-06,2005-10-07,2453650.5,15,-5.75,-6.23,2110-2121,0,12.0248816824656
2009 BF58,0.012,(2009 BF58),27.24,bK09B58F,5.78065173e-05,2009-02-25,2454887.5,59,-5.59,-6.02,2060-2122,0,6.6782172232853
2009 WR52,0.0073,(2009 WR52),28.32,bK09W52R,0.000104832594,2009-12-09,2455174.5,127,-5.61,-5.88,2031-2122,0,5.41305747248799
2011 DU9,0.016,(2011 DU9),26.68,bK11D09U,0.00019014346,2011-03-11,2455631.5,6,-4.25,-4.26,2041-2059,0,8.77006707672197
2020 RB7,0.012,(2020 RB7),27.29,bK20R07B,4.6027e-07,2020-09-18,2459110.5,7,-7.48,-8.01,2104-2117,0,19.0721843700437
2010 UR7,0.011,(2010 UR7),27.38,bK10U07R,3.2058541e-06,2010-11-10,2455510.5,9,-6.67,-7.03,2079-2120,0,13.3037886390401
2015 EO,0.016,(2015 EO),26.65,bK15E00O,8.4638489e-06,2015-03-14,2457095.5,14,-5.73,-6.01,2050-2107,0,14.2465237896674
2016 GM2,0.032,(2016 GM2),25.14,bK16G02M,7.961e-08,2016-04-17,2457495.5,2,-7.55,-7.76,2121-2121,0,8.88801532470795
2017 BK30,0.012,(2017 BK30),27.20,bK17B30K,9.7683e-07,2017-02-04,2457788.5,3,-7.21,-7.49,2085-2085,0,9.95151592395811
2010 CQ19,0.013,(2010 CQ19),27.07,bK10C19Q,1.826e-08,2010-02-19,2455246.5,1,-8.95,-8.95,2114-2114,0,13.01
2020 HM7,0.023,(2020 HM7),25.88,bK20H07M,7.246e-09,2020-05-15,2458984.5,1,-8.70,-8.70,2088-2088,0,10.63
2020 PT2,0.02,(2020 PT2),26.18,bK20P02T,4.103e-08,2020-08-17,2459078.5,1,-8.15,-8.15,2085-2085,0,8.25
2021 HE41,0.00609,(2021 HE41),28.73,bK21H41E,2.0161e-06,2021-04-23,2459327.5,4,-7.55,-7.65,2070-2108,0,9.31848469817965
2017 KH5,0.01,(2017 KH5),27.58,bK17K05H,2.6237e-07,2017-05-25,2457898.5,3,-7.68,-8.01,2067-2074,0,14.8089350916644
2018 FE4,0.039,(2018 FE4),24.69,bK18F04E,1.49681e-06,2018-03-30,2458207.5,4,-5.59,-5.85,2098-2106,0,20.6935232260608
2022 NK,0.012,(2022 NK),27.25,bK22N00K,2.3850735e-06,2022-07-02,2459762.5,10,-6.87,-6.97,2053-2117,0,12.5701893983561
2018 RF5,0.011,(2018 RF5),27.38,bK18R05F,2.313e-06,2018-10-06,2458397.5,1,-7.09,-7.09,2103-2103,0,8.33
2018 UL,0.0049,(2018 UL),29.21,bK18U00L,4.613e-07,2018-11-10,2458432.5,1,-8.71,-8.71,2097-2097,0,5.47
2016 TM,0.011,(2016 TM),27.50,bK16T00M,5.22469e-07,2016-11-05,2457697.5,5,-7.84,-8.07,2076-2120,0,4.28473306550245
2014 HV2,0.021,(2014 HV2),26.01,bK14H02V,2.61663e-07,2014-04-28,2456775.5,4,-7.26,-7.62,2095-2116,0,13.1427126494766
2004 XB45,0.019,(2004 XB45),26.29,bK04X45B,4.539e-07,2004-12-16,2453355.5,4,-6.18,-6.21,2035-2085,0,17.0105042961005
2005 ED224,0.0566,(2005 ED224),23.90,bK05EM4D,5.505e-07,2005-03-16,2453445.5,2,-4.72,-4.82,2030-2064,0,26.0100853769301
2005 QK76,0.031,(2005 QK76),25.18,bK05Q76K,7.05452528e-05,2005-08-31,2453613.5,6,-3.18,-3.28,2030-2059,0,19.6683268677719
2011 XC2,0.085,(2011 XC2),23.00,bK11X02C,6.754e-07,2011-12-30,2455925.5,1,-4.75,-4.75,2056-2056,0,20.75
2012 XB112,0.0037,(2012 XB112),29.83,bK12XB2B,1.0941e-06,2012-12-14,2456275.5,2,-8.77,-8.88,2118-2121,0,4.12448953477744
2011 FQ6,0.0096,(2011 FQ6),27.73,bK11F06Q,6.5756852e-05,2011-03-30,2455650.5,32,-5.59,-5.73,2053-2115,0,10.4975824235017
2019 WE,0.015,(2019 WE),26.77,bK19W00E,7.4811598e-05,2019-11-21,2458808.5,9,-4.80,-4.90,2044-2080,0,8.14694695894612
1993 UA,0.028,(1993 UA),25.44,bJ93U00A,8.45533e-07,1993-10-24,2449284.5,3,-6.60,-6.76,2111-2111,0,9.39599346211206
2020 XC,0.0054,(2020 XC),29.00,bK20X00C,8.0138e-07,2020-12-14,2459197.5,3,-8.34,-8.36,2085-2121,0,3.52073722828121
2020 YA3,0.021,(2020 YA3),26.04,bK20Y03A,3.7285567e-05,2021-02-12,2459257.5,9,-4.91,-4.93,2070-2119,0,12.2022893995416
2020 UC4,0.021,(2020 UC4),26.05,bK20U04C,7.70318e-07,2020-10-27,2459149.5,9,-6.93,-7.39,2084-2121,0,8.46635200008308
2019 EF,0.016,(2019 EF),26.63,bK19E00F,2.7584e-08,2019-03-12,2458554.5,3,-8.44,-8.51,2114-2119,0,17.7210520591647
2014 OX3,0.0096,(2014 OX3),27.73,bK14O03X,1.5243239e-05,2014-08-06,2456875.5,9,-6.36,-6.37,2108-2120,0,12.7901445178416
2015 FN36,0.055,(2015 FN36),23.93,bK15F36N,4.196e-09,2015-04-23,2457135.5,1,-7.87,-7.87,2122-2122,0,21.87
2015 JJ,0.13,(2015 JJ),22.09,bK15J00J,6.751e-05,2025-10-01,2460949.5,1,-3.05,-3.05,2111-2111,0,10.69
2015 XR169,0.0058,(2015 XR169),28.84,bK15XG9R,7.09137982e-05,2015-12-13,2457369.5,360,-6.16,-7.05,2049-2122,0,9.5279368182538
2017 VL2,0.021,(2017 VL2),26.07,bK17V02L,0.0001343562927,2017-11-26,2458083.5,109,-4.69,-5.35,2087-2121,0,8.32777641556643
2017 VV12,0.0086,(2017 VV12),27.98,bK17V12V,3.779537e-06,2017-11-17,2458074.5,18,-7.04,-7.22,2062-2121,0,6.28589616664687
2018 MC7,0.019,(2018 MC7),26.21,bK18M07C,1.2448e-06,2018-09-05,2458366.5,2,-6.96,-7.17,2120-2120,0,5.14625562339332
2004 XO63,0.021,(2004 XO63),26.08,bK04X63O,7.137e-08,2004-12-21,2453360.5,1,-7.68,-7.68,2065-2065,0,8.16
2005 XA8,0.025,(2005 XA8),25.64,bK05X08A,9.393304e-05,2005-12-24,2453728.5,38,-4.34,-4.46,2069-2090,0,12.0831049644513
2020 PO4,0.014,(2020 PO4),26.92,bK20P04O,6.72840822e-05,2020-08-16,2459077.5,109,-5.41,-6.16,2053-2122,0,5.82076525563427
2022 WM6,0.0094,(2022 WM6),27.78,bK22W06M,9.122e-07,2022-12-01,2459914.5,2,-7.07,-7.15,2071-2082,0,21.8918932251699
2021 GT,0.019,(2021 GT),26.26,bK21G00T,5.35153e-07,2021-04-08,2459312.5,6,-6.87,-7.04,2057-2117,0,11.9018619721837
